trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
732,False,"{'a': 0.5, 'e': 0.11088068088089692}",20,7,22.60819231583097,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.11054803883825423}",20,14,11.518429352915643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.11021639472173947}",20,9,24.300718464950542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.10988574553757426}",20,0,17.116522434387633,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
736,False,"{'a': 0.5, 'e': 0.10955608830096153}",25,11,22.486318488917938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.10922742003605865}",25,17,2.6587387551001687,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.10889973777595047}",25,9,27.52536696778873,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.10857303856262261}",20,8,22.05010282797646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.10824731944693475}",25,16,15.502101885350736,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.10792257748859395}",25,11,21.658289953285085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.10759880975612816}",20,10,20.144032824881922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.10727601332685978}",20,11,18.689634379698113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.1069541852868792}",20,14,10.798800332277972,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.10663332273101855}",20,3,21.613338108045898,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.1063134227628255}",20,11,15.641781607377615,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.10599448249453702}",30,16,27.15519056466996,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.10567649904705341}",20,13,15.289681103015061,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.10535946954991225}",20,16,7.691761588025288,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.10504339114126252}",30,10,30.799523479548835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.10472826096783873}",25,7,1.2852824360657533,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.10441407618493521}",20,13,12.127004209723479,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.10410083395638041}",20,16,8.321988576576803,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.10378853145451127}",20,12,0.5997963329441169,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.10347716586014773}",25,13,21.378959913619298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.10316673436256728}",20,7,20.122961252022016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.10285723415947957}",30,16,22.41093654340272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.10254866245700113}",20,11,19.377366288120253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.10224101646963013}",20,10,-5.015086767151709,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.10193429342022124}",20,8,20.45617257972703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.10162849053996058}",25,13,9.834646300325048,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.10132360506834069}",25,8,31.976211845957156,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.10101963425313566}",30,12,29.79955890402826,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.10071657535037626}",25,17,15.11747360074826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.10041442562432513}",20,16,7.625317776333324,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.10011318234745216}",20,13,14.090090661224764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.0998128428004098}",20,3,18.765138181256077,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.09951340427200858}",30,13,35.29939894249294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.09921486405919255}",20,12,1.2891103564276893,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.09891721946701497}",25,17,5.182821267442623,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.09862046780861393}",20,11,16.318872420599522,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.09832460640518809}",20,15,10.064178329176038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.09802963258597253}",30,13,35.33421648142387,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.0977355436882146}",20,2,27.39280205353289,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.09744233705714996}",20,13,12.792239238064207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.09715001004597851}",30,21,5.024719009070116,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.09685856001584058}",20,11,17.732948277694046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.09656798433579306}",25,18,12.6073503247427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.09627828038278567}",20,12,13.646995618001515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.09598944554163731}",30,14,16.39701668670011,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.0957014772050124}",20,14,3.4721143313550638,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.09541437277339737}",20,6,-18.096039990067368,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
783,False,"{'a': 0.5, 'e': 0.09512812965507718}",20,6,12.669501095679813,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.09484274526611194}",30,14,14.113263477828227,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.09455821703031361}",20,7,11.741344143950666,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.09427454237922267}",20,11,17.528158538204142,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.09399171875208501}",20,11,16.133884881289127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.09370974359582875}",20,9,21.78326609568121,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.09342861436504125}",25,8,17.14442553592328,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
790,False,"{'a': 0.5, 'e': 0.09314832852194613}",25,11,18.431523350797367,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.09286888353638029}",25,20,7.261703419676436,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.09259027688577115}",25,6,35.440925266922264,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.09231250605511383}",30,16,12.044486270380041,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.0920355685369485}",25,11,25.198281095552414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.09175946183133765}",20,8,19.860378225191386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.09148418344584364}",20,2,26.948619443713095,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.0912097308955061}",20,11,15.894659704364827,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.09093610170281959}",20,15,10.583889893512714,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.09066329339771112}",25,9,26.625945590464234,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.09039130351751799}",20,12,13.567225764288631,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.09012012960696544}",20,14,8.956725050459795,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.08984976921814454}",25,15,20.041089036154727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.0895802199104901}",20,12,15.522983823891147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.08931147925075864}",20,10,14.122718236206943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.08904354481300636}",20,16,5.588359518116452,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.08877641417856734}",20,11,16.239038285554035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.08851008493603164}",25,7,32.672203820071985,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.08824455468122355}",20,16,6.9804967891847145,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.08797982101717988}",30,8,43.840384345107736,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.08771588155412834}",25,18,-26.75475572315172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
811,False,"{'a': 0.5, 'e': 0.08745273390946595}",30,14,27.423259049593234,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.08719037570773755}",25,4,24.332001275854246,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.08692880458061433}",20,6,26.414851457309044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.08666801816687249}",20,14,10.713263086053463,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.08640801411237187}",30,11,-6.18661162527669,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.08614879007003474}",20,3,14.214395962575923,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.5, 'e': 0.08589034369982464}",25,13,7.918887994501838,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.08563267266872517}",20,12,14.909913602747764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.085375774650719}",20,0,21.579571123601998,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.08511964732676684}",20,13,15.850038977187682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.08486428838478655}",30,9,35.21926360101795,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.08460969551963218}",20,3,30.576919843289275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.08435586643307329}",20,6,22.884378816929924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.08410279883377407}",30,10,31.5585803871357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.08385049043727275}",20,16,7.484788403789933,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.08359893896596093}",20,13,13.649205323377707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.08334814214906305}",20,6,5.180391535721288,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.08309809772261587}",25,0,18.795741118359988,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
829,False,"{'a': 0.5, 'e': 0.08284880342944802}",20,12,11.64610768738048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.08260025701915967}",20,6,24.814278027998515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.0823524562481022}",25,15,18.882387551498567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.08210539887935789}",30,13,31.88906861850203,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.08185908268271981}",20,12,16.750960059628444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.08161350543467165}",20,16,7.37934391741639,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.08136866491836764}",25,11,10.165617296185061,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.08112455892361253}",20,8,22.162709445928627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.0808811852468417}",20,11,19.121120897584596,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.08063854169110117}",20,15,10.840839102875545,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.08039662606602786}",25,10,24.263924040845556,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.08015543618782978}",25,10,-18.504646666268588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
841,False,"{'a': 0.5, 'e': 0.07991496987926629}",20,12,15.236143303584635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.07967522496962849}",20,10,21.726858457433476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.07943619929471961}",30,14,21.064549506425642,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.07919789069683544}",25,5,34.617444333865585,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.07896029702474494}",20,11,-23.96954578591606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
846,False,"{'a': 0.5, 'e': 0.0787234161336707}",30,18,24.8338653377416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.07848724588526969}",20,12,15.191736608825641,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.07825178414761388}",25,4,4.971453504652786,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.07801702879517104}",25,17,18.528725668543295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.07778297770878553}",25,12,24.337856096499543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.07754962877565917}",30,15,20.14252539449691,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.0773169798893322}",30,15,27.112763299164413,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.07708502894966421}",35,14,12.811433922319496,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.07685377386281522}",20,16,7.537398276398279,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.07662321254122678}",20,1,33.48860120344239,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.0763933429036031}",20,13,1.5619078524081225,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.07616416287489229}",25,11,28.11809771036246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.07593567038626761}",20,6,21.675291647453196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.0757078633751088}",25,10,23.285961740432985,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.07548073978498347}",20,0,36.411461008916014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
861,False,"{'a': 0.5, 'e': 0.07525429756562853}",25,5,24.02258933124321,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.07502853467293165}",20,12,12.31242501248813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.07480344906891286}",20,15,9.39168451332636,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.07457903872170611}",20,13,12.502506830930441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.07435530160554099}",20,2,16.610771732686786,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.07413223570072437}",25,14,19.19253306465492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.0739098389936222}",20,16,9.608665975563841,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.07368810947664134}",20,8,24.48555418564541,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.07346704514821141}",30,0,-2.483198304621065,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
870,False,"{'a': 0.5, 'e': 0.07324664401276677}",20,6,28.393956643820182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.07302690408072847}",30,13,29.703127714352288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.07280782336848628}",20,10,-27.349669966173668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
873,False,"{'a': 0.5, 'e': 0.07258939989838081}",20,8,0.5850424630831188,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.07237163169868567}",20,12,9.876536873753544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.07215451680358961}",20,16,8.229541253625023,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.07193805325317884}",20,14,11.489616662356585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.07172223909341931}",20,9,19.47663227494671,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.07150707237613906}",20,13,14.323526516643028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.07129255115901063}",25,17,12.298178215730418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.0710786735055336}",20,10,20.560354113372473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.07086543748501699}",20,7,-18.926028255152705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
882,False,"{'a': 0.5, 'e': 0.07065284117256193}",25,17,14.485441474226759,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.07044088264904425}",20,12,14.771092197733495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.07022956000109712}",25,16,-6.912515476028649,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.07001887132109383}",25,17,17.07057673116905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.06980881470713055}",20,0,22.613621944780522,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
887,False,"{'a': 0.5, 'e': 0.06959938826300915}",25,13,24.58541868899399,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.06939059009822013}",20,15,9.875609308956252,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.06918241832792547}",25,16,19.520728989864207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.0689748710729417}",20,15,10.469302515664989,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.06876794645972288}",25,14,22.579231041113303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.06856164262034371}",30,16,21.713870250613738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.06835595769248268}",20,13,15.115424038483674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.06815088981940523}",30,18,14.127469187814212,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.06794643714994701}",35,20,18.301747692102797,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.06774259783849718}",20,8,9.875915040682782,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.06753937004498169}",25,15,19.83954015953933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.06733675193484674}",25,13,25.552848781090038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.0671347416790422}",20,16,7.018864423556867,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.06693333745400507}",35,18,31.287488544747035,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.06673253744164305}",20,10,18.743793965645583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.06653233982931812}",25,16,16.682892151961866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.06633274280983018}",35,22,25.219219849421485,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.06613374458140069}",20,10,17.03636573690354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.06593534334765648}",20,14,14.258638781715998,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.06573753731761352}",25,12,19.869494444492304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.06554032470566068}",30,16,30.556388260250593,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.0653437037315437}",20,7,21.468678154475267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.06514767262034907}",25,13,21.263320063382146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.06495222960248802}",25,16,19.789604455000596,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.06475737291368056}",25,13,12.839458280268719,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.06456310079493952}",30,15,15.63752449534489,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.06436941149255469}",20,13,12.521941727045682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.06417630325807702}",20,12,13.725553014971354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.0639837743483028}",25,8,21.94854691135979,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.06379182302525789}",20,8,23.30291202473114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.06360044755618212}",20,14,14.080497289158025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
